,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Time,Latitude,Longitude,Attenuation,Preamp 1,Preamp 2,DNC Preamp,Carrier No/Index,Center Frequency (MHz),Technology (5G NR LTE FDD LTE TDD),Bandwidth,SSB SCS,SSB Center Frequency (MHZ),L,Cyclic Prefix,No,PCI,Group,Sector,SSB Index,DM-RS,PBCH,S-SS RSRP / RSRP (dBm),S-SS RSRQ / RSRQ (dB),P-SS SNR / P-SS SNR (dB),S-SS SINR / RS SINR (dB),P-SS RSRP / P-SS RSRP (dBm),S-SS RSSI / S-SS RSSI (dBm),/ S-SS RSRP (dBm),/ S-SS Ec/Io (dB),Time Error (us),PBCH DM-RS RSRP (dBm) /,PBCH DM-RS EVM (%) /,VIAVI Solutions;ONA-800;WMTK0002920146;2.210.0003r<Mode>; NSA Signal Analyzer / NSA Route Map
11160,11160,11160,11160,"Friday, June 16, 2023",04:51:18.662 PM CEST,48.121556,-1.6386752,0,On,Off,Off,1|1889,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,1,1,--,-89.83,-17.23,34.21,6.63,-89.81,-68.79,--,--,854.64,-82.96,154.96,
11161,11161,11161,11161,"Friday, June 16, 2023",04:51:18.662 PM CEST,48.121556,-1.6386752,0,On,Off,Off,1|1889,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,2,2,--,-91.51,-13.96,30.13,3.78,-91.42,-70.47,--,--,1140.58,-88.40,81.48,
11162,11162,11162,11162,"Friday, June 16, 2023",04:51:18.662 PM CEST,48.121556,-1.6386752,0,On,Off,Off,1|1889,3530.01,5G NR,80,30.0,3529.92,8,--,4,82,27,1,2,2,--,-91.71,-16.21,32.38,5.08,-91.85,-70.67,--,--,927.37,-86.07,101.66,
11163,11163,11163,11163,"Friday, June 16, 2023",04:51:19.662 PM CEST,48.1215407,-1.6386927,0,On,Off,Off,1|1890,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-79.26,-10.73,34.82,11.57,-79.22,-58.22,--,--,640.87,-79.20,12.50,
11164,11164,11164,11164,"Friday, June 16, 2023",04:51:19.662 PM CEST,48.1215407,-1.6386927,0,On,Off,Off,1|1890,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-91.71,-12.26,27.71,5.07,-91.73,-70.68,--,--,1141.72,-89.69,86.86,
11165,11165,11165,11165,"Friday, June 16, 2023",04:51:19.662 PM CEST,48.1215407,-1.6386927,0,On,Off,Off,1|1890,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,2,2,--,-92.56,-11.35,26.90,4.05,-92.44,-71.52,--,--,1140.87,-92.04,59.38,
11166,11166,11166,11166,"Friday, June 16, 2023",04:51:19.662 PM CEST,48.1215407,-1.6386927,0,On,Off,Off,1|1890,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,3,3,--,-100.03,-16.47,24.02,4.17,-99.04,-78.99,--,--,1354.93,-94.26,100.11,
11167,11167,11167,11167,"Friday, June 16, 2023",04:51:20.697 PM CEST,48.1215192,-1.6387262,0,On,Off,Off,1|1891,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-84.14,-9.91,32.62,13.29,-84.12,-63.10,--,--,641.17,-85.09,25.02,
11168,11168,11168,11168,"Friday, June 16, 2023",04:51:20.697 PM CEST,48.1215192,-1.6387262,0,On,Off,Off,1|1891,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-87.97,-11.33,29.48,6.38,-87.98,-66.94,--,--,1141.98,-87.54,59.72,
11169,11169,11169,11169,"Friday, June 16, 2023",04:51:20.697 PM CEST,48.1215192,-1.6387262,0,On,Off,Off,1|1891,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,1,1,--,-92.98,-13.02,26.23,4.52,-92.97,-71.94,--,--,855.23,-91.07,118.98,
11170,11170,11170,11170,"Friday, June 16, 2023",04:51:20.697 PM CEST,48.1215192,-1.6387262,0,On,Off,Off,1|1891,3530.01,5G NR,80,30.0,3529.92,8,--,3,277,92,1,1,1,--,-96.51,-19.42,5.59,1.93,-96.06,-75.47,--,--,638.21,-88.84,156.65,
11171,11171,11171,11171,"Friday, June 16, 2023",04:51:20.697 PM CEST,48.1215192,-1.6387262,0,On,Off,Off,1|1891,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,3,3,--,-100.46,-19.54,25.81,2.71,-101.50,-79.42,--,--,1355.23,-91.17,174.29,
11172,11172,11172,11172,"Friday, June 16, 2023",04:51:20.697 PM CEST,48.1215192,-1.6387262,0,On,Off,Off,1|1891,3530.01,5G NR,80,30.0,3529.92,8,--,5,81,27,0,2,2,--,-100.87,-15.25,22.45,2.14,-100.85,-79.84,--,--,1141.17,-96.26,99.51,
11173,11173,11173,11173,"Friday, June 16, 2023",04:51:20.697 PM CEST,48.1215192,-1.6387262,0,On,Off,Off,1|1891,3530.01,5G NR,80,30.0,3529.92,8,--,6,82,27,1,1,1,--,-101.51,-21.22,24.32,4.62,-102.18,-80.47,--,--,641.98,-91.60,131.78,
11174,11174,11174,11174,"Friday, June 16, 2023",04:51:20.697 PM CEST,48.1215192,-1.6387262,0,On,Off,Off,1|1891,3530.01,5G NR,80,30.0,3529.92,8,--,7,82,27,1,2,2,--,-106.06,-21.04,21.44,3.56,-106.75,-85.03,--,--,927.91,-95.89,144.93,
11175,11175,11175,11175,"Friday, June 16, 2023",04:51:22.662 PM CEST,48.1214922,-1.6387773,0,On,Off,Off,1|1892,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-87.42,-12.21,29.08,4.65,-87.41,-66.38,--,--,641.54,-85.78,233.16,
11176,11176,11176,11176,"Friday, June 16, 2023",04:51:22.662 PM CEST,48.1214922,-1.6387773,0,On,Off,Off,1|1892,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-90.92,-11.33,28.23,5.90,-90.94,-69.88,--,--,1142.34,-90.34,110.88,
11177,11177,11177,11177,"Friday, June 16, 2023",04:51:22.662 PM CEST,48.1214922,-1.6387773,0,On,Off,Off,1|1892,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,1,1,--,-97.40,-17.37,26.85,3.99,-97.63,-76.36,--,--,855.60,-90.58,78.89,
11178,11178,11178,11178,"Friday, June 16, 2023",04:51:22.662 PM CEST,48.1214922,-1.6387773,0,On,Off,Off,1|1892,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,2,2,--,-100.11,-16.81,24.60,3.98,-100.18,-79.08,--,--,928.28,-93.62,103.35,
11179,11179,11179,11179,"Friday, June 16, 2023",04:51:22.662 PM CEST,48.1214922,-1.6387773,0,On,Off,Off,1|1892,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,2,2,--,-101.78,-18.50,24.51,3.95,-101.95,-80.75,--,--,1141.54,-93.90,93.33,
11180,11180,11180,11180,"Friday, June 16, 2023",04:51:23.662 PM CEST,48.1214648,-1.6388245,0,On,Off,Off,1|1893,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-87.42,-12.21,29.08,4.65,-87.41,-66.38,--,--,641.54,-85.78,233.16,
11181,11181,11181,11181,"Friday, June 16, 2023",04:51:23.662 PM CEST,48.1214648,-1.6388245,0,On,Off,Off,1|1893,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-90.92,-11.33,28.23,5.90,-90.94,-69.88,--,--,1142.34,-90.34,110.88,
11182,11182,11182,11182,"Friday, June 16, 2023",04:51:23.662 PM CEST,48.1214648,-1.6388245,0,On,Off,Off,1|1893,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,1,1,--,-97.40,-17.37,26.85,3.99,-97.63,-76.36,--,--,855.60,-90.58,78.89,
11183,11183,11183,11183,"Friday, June 16, 2023",04:51:23.662 PM CEST,48.1214648,-1.6388245,0,On,Off,Off,1|1893,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,2,2,--,-100.11,-16.81,24.60,3.98,-100.18,-79.08,--,--,928.28,-93.62,103.35,
11184,11184,11184,11184,"Friday, June 16, 2023",04:51:23.662 PM CEST,48.1214648,-1.6388245,0,On,Off,Off,1|1893,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,2,2,--,-101.78,-18.50,24.51,3.95,-101.95,-80.75,--,--,1141.54,-93.90,93.33,
11185,11185,11185,11185,"Friday, June 16, 2023",04:51:24.661 PM CEST,48.121438,-1.6388597,0,On,Off,Off,1|1894,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-83.44,-10.53,33.79,11.96,-83.42,-62.40,--,--,642.01,-83.62,25.29,
11186,11186,11186,11186,"Friday, June 16, 2023",04:51:24.661 PM CEST,48.121438,-1.6388597,0,On,Off,Off,1|1894,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-93.18,-12.04,25.18,4.72,-92.97,-72.14,--,--,1142.88,-91.79,114.64,
11187,11187,11187,11187,"Friday, June 16, 2023",04:51:24.661 PM CEST,48.121438,-1.6388597,0,On,Off,Off,1|1894,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,1,1,--,-96.23,-16.19,24.33,3.06,-95.82,-75.19,--,--,856.07,-90.27,56.32,
11188,11188,11188,11188,"Friday, June 16, 2023",04:51:24.661 PM CEST,48.121438,-1.6388597,0,On,Off,Off,1|1894,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,3,3,--,-96.46,-14.93,25.48,8.15,-95.88,-75.42,--,--,1356.07,-91.86,91.68,
11189,11189,11189,11189,"Friday, June 16, 2023",04:51:24.661 PM CEST,48.121438,-1.6388597,0,On,Off,Off,1|1894,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,2,2,--,-97.44,-13.58,23.85,4.35,-97.20,-76.40,--,--,1142.01,-94.59,127.68,
11190,11190,11190,11190,"Friday, June 16, 2023",04:51:24.661 PM CEST,48.121438,-1.6388597,0,On,Off,Off,1|1894,3530.01,5G NR,80,30.0,3529.92,8,--,5,82,27,1,2,2,--,-101.56,-17.35,21.76,5.98,-101.57,-80.52,--,--,928.82,-94.68,138.13,
11191,11191,11191,11191,"Friday, June 16, 2023",04:51:25.661 PM CEST,48.1214205,-1.6389143,0,On,Off,Off,1|1895,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-79.22,-9.55,36.89,12.48,-79.16,-58.18,--,--,642.37,-80.52,13.76,
11192,11192,11192,11192,"Friday, June 16, 2023",04:51:25.661 PM CEST,48.1214205,-1.6389143,0,On,Off,Off,1|1895,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-90.34,-12.82,29.20,2.58,-90.19,-69.30,--,--,1143.18,-87.90,208.60,
11193,11193,11193,11193,"Friday, June 16, 2023",04:51:25.661 PM CEST,48.1214205,-1.6389143,0,On,Off,Off,1|1895,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,1,1,--,-90.48,-14.64,31.58,4.70,-90.32,-69.44,--,--,856.44,-86.69,35.90,
11194,11194,11194,11194,"Friday, June 16, 2023",04:51:25.661 PM CEST,48.1214205,-1.6389143,0,On,Off,Off,1|1895,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,3,3,--,-93.49,-14.37,27.54,4.05,-93.56,-72.46,--,--,1356.44,-89.64,169.49,
11195,11195,11195,11195,"Friday, June 16, 2023",04:51:25.661 PM CEST,48.1214205,-1.6389143,0,On,Off,Off,1|1895,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,2,2,--,-95.42,-12.55,25.59,3.43,-95.49,-74.38,--,--,1142.37,-93.95,538.65,
11196,11196,11196,11196,"Friday, June 16, 2023",04:51:25.661 PM CEST,48.1214205,-1.6389143,0,On,Off,Off,1|1895,3530.01,5G NR,80,30.0,3529.92,8,--,5,82,27,1,2,2,--,-97.25,-16.02,25.88,2.25,-97.29,-76.21,--,--,929.12,-92.15,121.01,
11197,11197,11197,11197,"Friday, June 16, 2023",04:51:26.664 PM CEST,48.121397,-1.6389783,0,On,Off,Off,1|1896,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-86.76,-10.74,30.12,9.47,-86.89,-65.72,--,--,642.67,-86.72,30.38,
11198,11198,11198,11198,"Friday, June 16, 2023",04:51:26.664 PM CEST,48.121397,-1.6389783,0,On,Off,Off,1|1896,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-90.09,-13.03,29.25,4.67,-90.13,-69.05,--,--,1143.47,-87.85,166.78,
11199,11199,11199,11199,"Friday, June 16, 2023",04:51:26.664 PM CEST,48.121397,-1.6389783,0,On,Off,Off,1|1896,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,2,2,--,-95.12,-12.07,23.95,5.01,-95.90,-74.08,--,--,1142.67,-93.96,744.18,
11200,11200,11200,11200,"Friday, June 16, 2023",04:51:26.664 PM CEST,48.121397,-1.6389783,0,On,Off,Off,1|1896,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,2,2,--,-96.25,-12.85,23.10,4.36,-96.24,-75.22,--,--,929.41,-94.17,87.19,
11201,11201,11201,11201,"Friday, June 16, 2023",04:51:26.664 PM CEST,48.121397,-1.6389783,0,On,Off,Off,1|1896,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,3,3,--,-97.53,-15.21,23.56,4.94,-98.01,-76.49,--,--,1356.73,-92.61,125.53,
11202,11202,11202,11202,"Friday, June 16, 2023",04:51:26.664 PM CEST,48.121397,-1.6389783,0,On,Off,Off,1|1896,3530.01,5G NR,80,30.0,3529.92,8,--,5,81,27,0,1,1,--,-100.87,-19.26,23.62,3.29,-101.47,-79.83,--,--,856.73,-92.11,136.13,
11203,11203,11203,11203,"Friday, June 16, 2023",04:51:27.662 PM CEST,48.1213667,-1.6390235,0,On,Off,Off,1|1897,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-76.64,-10.76,38.64,9.36,-76.58,-55.60,--,--,643.06,-76.32,10.29,
11204,11204,11204,11204,"Friday, June 16, 2023",04:51:27.662 PM CEST,48.1213667,-1.6390235,0,On,Off,Off,1|1897,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,1,1,--,-85.34,-14.29,35.99,3.91,-85.17,-64.30,--,--,857.12,-81.21,53.94,
11205,11205,11205,11205,"Friday, June 16, 2023",04:51:27.662 PM CEST,48.1213667,-1.6390235,0,On,Off,Off,1|1897,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,3,3,--,-88.57,-12.39,30.66,6.18,-88.58,-67.53,--,--,1357.12,-86.82,72.36,
11206,11206,11206,11206,"Friday, June 16, 2023",04:51:27.662 PM CEST,48.1213667,-1.6390235,0,On,Off,Off,1|1897,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,2,2,--,-99.55,-16.28,21.47,3.82,-99.13,-78.51,--,--,1143.06,-93.72,282.42,
11207,11207,11207,11207,"Friday, June 16, 2023",04:51:28.662 PM CEST,48.1213427,-1.639046,0,On,Off,Off,1|1898,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-81.92,-10.49,36.03,10.14,-81.91,-60.88,--,--,643.23,-81.92,16.70,
11208,11208,11208,11208,"Friday, June 16, 2023",04:51:28.662 PM CEST,48.1213427,-1.639046,0,On,Off,Off,1|1898,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,1,1,--,-91.00,-10.67,28.52,10.41,-90.90,-69.97,--,--,857.29,-91.11,45.82,
11209,11209,11209,11209,"Friday, June 16, 2023",04:51:28.662 PM CEST,48.1213427,-1.639046,0,On,Off,Off,1|1898,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-91.71,-12.64,21.76,5.48,-91.74,-70.68,--,--,1144.21,-90.08,148.85,
11210,11210,11210,11210,"Friday, June 16, 2023",04:51:28.662 PM CEST,48.1213427,-1.639046,0,On,Off,Off,1|1898,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,3,3,--,-92.92,-13.16,26.33,3.88,-93.15,-71.88,--,--,1357.29,-90.61,151.53,
11211,11211,11211,11211,"Friday, June 16, 2023",04:51:28.662 PM CEST,48.1213427,-1.639046,0,On,Off,Off,1|1898,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,2,2,--,-100.01,-14.88,23.19,3.53,-99.69,-78.97,--,--,1143.23,-95.51,99.79,
11212,11212,11212,11212,"Friday, June 16, 2023",04:51:28.662 PM CEST,48.1213427,-1.639046,0,On,Off,Off,1|1898,3530.01,5G NR,80,30.0,3529.92,8,--,5,82,27,1,2,2,--,-101.62,-17.98,23.73,5.10,-101.38,-80.58,--,--,930.14,-94.48,82.41,
11213,11213,11213,11213,"Friday, June 16, 2023",04:51:29.664 PM CEST,48.1213202,-1.6390845,0,On,Off,Off,1|1899,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-78.94,-10.05,37.63,9.23,-78.83,-57.91,--,--,643.56,-79.66,14.21,
11214,11214,11214,11214,"Friday, June 16, 2023",04:51:29.664 PM CEST,48.1213202,-1.6390845,0,On,Off,Off,1|1899,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,1,1,--,-89.63,-13.65,25.82,8.34,-89.50,-68.59,--,--,857.63,-86.06,24.04,
11215,11215,11215,11215,"Friday, June 16, 2023",04:51:29.664 PM CEST,48.1213202,-1.6390845,0,On,Off,Off,1|1899,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-90.64,-13.89,28.85,4.21,-90.67,-69.60,--,--,1144.40,-87.55,221.68,
11216,11216,11216,11216,"Friday, June 16, 2023",04:51:29.664 PM CEST,48.1213202,-1.6390845,0,On,Off,Off,1|1899,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,3,3,--,-90.94,-14.21,29.17,4.22,-90.95,-69.91,--,--,1357.63,-87.25,147.13,
11217,11217,11217,11217,"Friday, June 16, 2023",04:51:29.664 PM CEST,48.1213202,-1.6390845,0,On,Off,Off,1|1899,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,2,2,--,-94.43,-12.50,26.83,2.16,-94.20,-73.39,--,--,1143.56,-92.73,195.22,
11218,11218,11218,11218,"Friday, June 16, 2023",04:51:29.664 PM CEST,48.1213202,-1.6390845,0,On,Off,Off,1|1899,3530.01,5G NR,80,30.0,3529.92,8,--,5,82,27,1,2,2,--,-98.29,-16.35,25.91,2.15,-98.09,-77.25,--,--,930.34,-92.78,129.38,
11219,11219,11219,11219,"Friday, June 16, 2023",04:51:30.662 PM CEST,48.1212992,-1.6391238,0,On,Off,Off,1|1900,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,1,1,--,-89.34,-11.42,29.65,7.22,-89.36,-68.31,--,--,858.15,-88.64,39.23,
11220,11220,11220,11220,"Friday, June 16, 2023",04:51:30.662 PM CEST,48.1212992,-1.6391238,0,On,Off,Off,1|1900,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-95.38,-13.97,23.72,2.83,-95.38,-74.34,--,--,1144.84,-91.75,109.09,
11221,11221,11221,11221,"Friday, June 16, 2023",04:51:30.662 PM CEST,48.1212992,-1.6391238,0,On,Off,Off,1|1900,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,2,2,--,-99.35,-12.20,21.16,5.33,-99.09,-78.32,--,--,1144.08,-97.77,128.44,
11222,11222,11222,11222,"Friday, June 16, 2023",04:51:30.662 PM CEST,48.1212992,-1.6391238,0,On,Off,Off,1|1900,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,3,3,--,-101.94,-18.24,22.06,3.33,-102.74,-80.90,--,--,1358.15,-93.68,79.88,
11223,11223,11223,11223,"Friday, June 16, 2023",04:51:30.662 PM CEST,48.1212992,-1.6391238,0,On,Off,Off,1|1900,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,0,0,--,-102.05,-20.04,21.37,6.75,-102.32,-81.01,--,--,644.08,-92.59,47.90,
11224,11224,11224,11224,"Friday, June 16, 2023",04:51:31.663 PM CEST,48.1212755,-1.6391603,0,On,Off,Off,1|1901,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-79.72,-9.93,36.55,17.70,-79.69,-58.69,--,--,644.15,-80.44,13.99,
11225,11225,11225,11225,"Friday, June 16, 2023",04:51:31.663 PM CEST,48.1212755,-1.6391603,0,On,Off,Off,1|1901,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,1,1,--,-87.42,-11.96,30.76,6.27,-87.48,-66.39,--,--,858.21,-85.71,27.08,
11226,11226,11226,11226,"Friday, June 16, 2023",04:51:31.663 PM CEST,48.1212755,-1.6391603,0,On,Off,Off,1|1901,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-92.84,-13.54,27.37,4.98,-92.72,-71.80,--,--,1144.98,-89.98,213.33,
11227,11227,11227,11227,"Friday, June 16, 2023",04:51:31.663 PM CEST,48.1212755,-1.6391603,0,On,Off,Off,1|1901,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,3,3,--,-94.22,-14.93,27.13,4.98,-94.60,-73.18,--,--,1358.21,-89.81,186.24,
11228,11228,11228,11228,"Friday, June 16, 2023",04:51:31.663 PM CEST,48.1212755,-1.6391603,0,On,Off,Off,1|1901,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,2,2,--,-97.02,-15.48,24.41,4.69,-96.89,-75.99,--,--,1144.15,-91.50,75.38,
11229,11229,11229,11229,"Friday, June 16, 2023",04:51:31.663 PM CEST,48.1212755,-1.6391603,0,On,Off,Off,1|1901,3530.01,5G NR,80,30.0,3529.92,8,--,5,82,27,1,2,2,--,-98.44,-16.90,24.25,4.67,-98.68,-77.40,--,--,930.92,-92.10,85.69,
11230,11230,11230,11230,"Friday, June 16, 2023",04:51:32.661 PM CEST,48.121257,-1.6391922,0,On,Off,Off,1|1902,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-82.02,-9.46,35.09,12.31,-81.99,-60.99,--,--,644.50,-83.44,32.34,
11231,11231,11231,11231,"Friday, June 16, 2023",04:51:32.661 PM CEST,48.121257,-1.6391922,0,On,Off,Off,1|1902,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-87.28,-11.20,30.86,6.83,-87.37,-66.24,--,--,1145.30,-86.77,81.42,
11232,11232,11232,11232,"Friday, June 16, 2023",04:51:32.661 PM CEST,48.121257,-1.6391922,0,On,Off,Off,1|1902,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,1,1,--,-88.70,-12.97,30.65,3.79,-88.70,-67.66,--,--,858.56,-86.35,89.05,
11233,11233,11233,11233,"Friday, June 16, 2023",04:51:32.661 PM CEST,48.121257,-1.6391922,0,On,Off,Off,1|1902,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,3,3,--,-93.16,-17.09,30.92,6.79,-92.54,-72.12,--,--,1358.56,-87.29,85.49,
11234,11234,11234,11234,"Friday, June 16, 2023",04:51:32.661 PM CEST,48.121257,-1.6391922,0,On,Off,Off,1|1902,3530.01,5G NR,80,30.0,3529.92,8,--,4,82,27,1,2,2,--,-94.52,-12.61,26.10,3.96,-94.65,-73.48,--,--,931.23,-92.58,141.02,
11235,11235,11235,11235,"Friday, June 16, 2023",04:51:32.661 PM CEST,48.121257,-1.6391922,0,On,Off,Off,1|1902,3530.01,5G NR,80,30.0,3529.92,8,--,5,81,27,0,2,2,--,-103.18,-21.26,25.87,3.96,-102.68,-82.14,--,--,1144.50,-93.42,160.45,
11236,11236,11236,11236,"Friday, June 16, 2023",04:51:33.662 PM CEST,48.1212408,-1.6392185,0,On,Off,Off,1|1903,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-79.62,-10.56,32.70,9.90,-79.55,-58.58,--,--,644.76,-79.70,12.83,
11237,11237,11237,11237,"Friday, June 16, 2023",04:51:33.662 PM CEST,48.1212408,-1.6392185,0,On,Off,Off,1|1903,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,1,1,--,-88.49,-13.74,33.70,5.52,-88.55,-67.45,--,--,858.82,-85.31,29.11,
11238,11238,11238,11238,"Friday, June 16, 2023",04:51:33.662 PM CEST,48.1212408,-1.6392185,0,On,Off,Off,1|1903,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-92.91,-14.01,26.50,2.93,-92.60,-71.87,--,--,1145.60,-88.91,111.55,
11239,11239,11239,11239,"Friday, June 16, 2023",04:51:33.662 PM CEST,48.1212408,-1.6392185,0,On,Off,Off,1|1903,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,3,3,--,-94.08,-15.20,28.13,2.93,-93.96,-73.04,--,--,1358.82,-89.33,162.35,
11240,11240,11240,11240,"Friday, June 16, 2023",04:51:33.662 PM CEST,48.1212408,-1.6392185,0,On,Off,Off,1|1903,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,2,2,--,-96.02,-13.38,25.54,4.19,-96.27,-74.98,--,--,1144.76,-93.42,89.15,
11241,11241,11241,11241,"Friday, June 16, 2023",04:51:33.662 PM CEST,48.1212408,-1.6392185,0,On,Off,Off,1|1903,3530.01,5G NR,80,30.0,3529.92,8,--,5,82,27,1,2,2,--,-103.21,-20.56,25.20,4.19,-102.71,-82.17,--,--,931.53,-93.36,84.44,
11242,11242,11242,11242,"Friday, June 16, 2023",04:51:34.662 PM CEST,48.1212297,-1.639245,0,On,Off,Off,1|1904,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-84.09,-11.65,34.95,7.00,-84.07,-63.05,--,--,645.04,-82.62,27.14,
11243,11243,11243,11243,"Friday, June 16, 2023",04:51:34.662 PM CEST,48.1212297,-1.639245,0,On,Off,Off,1|1904,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-88.49,-11.00,29.24,8.16,-88.43,-67.45,--,--,1145.88,-88.26,42.23,
11244,11244,11244,11244,"Friday, June 16, 2023",04:51:34.662 PM CEST,48.1212297,-1.639245,0,On,Off,Off,1|1904,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,1,1,--,-90.11,-12.30,30.77,5.35,-90.01,-69.07,--,--,859.10,-88.52,32.71,
11245,11245,11245,11245,"Friday, June 16, 2023",04:51:34.662 PM CEST,48.1212297,-1.639245,0,On,Off,Off,1|1904,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,3,3,--,-97.09,-20.68,29.60,4.65,-96.77,-76.05,--,--,1359.10,-86.80,74.80,
11246,11246,11246,11246,"Friday, June 16, 2023",04:51:34.662 PM CEST,48.1212297,-1.639245,0,On,Off,Off,1|1904,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,2,2,--,-97.36,-16.01,26.15,6.07,-97.95,-76.32,--,--,1145.04,-91.60,114.36,
11247,11247,11247,11247,"Friday, June 16, 2023",04:51:34.662 PM CEST,48.1212297,-1.639245,0,On,Off,Off,1|1904,3530.01,5G NR,80,30.0,3529.92,8,--,5,82,27,1,2,2,--,-99.34,-16.87,24.24,1.75,-100.36,-78.30,--,--,931.82,-93.15,851.20,
11248,11248,11248,11248,"Friday, June 16, 2023",04:51:35.662 PM CEST,48.1212142,-1.6392815,0,Off,Off,Off,1|1905,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,0,0,--,-82.89,-11.46,34.47,8.19,-82.83,-61.86,--,--,645.33,-81.81,17.67,
